text_id,word_position,FFD,TRT,word,word_clean,zipf_freq,log_unigram_freq,word_length,log_FFD,log_TRT,corpus,primary_RT,log_primary_RT,row_uid,surprisal,hidden_row_idx,token_ids_str,n_tokens,start_token_idx,end_token_idx,hidden_token_idx
49,29,194.96666666666667,84.88095238095238,and,and,7.41,-1.5900668749788436,3,5.27282860378087,4.441249714565028,provo,194.96666666666667,5.27282860378087,provo:49:29,1.5692336559295654,2336,[290],1,32,32,32
49,30,241.57534246575344,270.4642857142857,cities,cities,4.84,-4.159893277950514,6,5.487181401521761,5.600140058938619,provo,241.57534246575344,5.487181401521761,provo:49:30,15.82023811340332,2337,[4736],1,33,33,33
49,31,214.06521739130432,139.61904761904762,would,would,6.27,-2.7304870324329187,5,5.366280722758707,4.9389176252831195,provo,214.06521739130432,5.366280722758707,provo:49:31,7.986660480499268,2338,[561],1,34,34,34
49,32,228.2173913043478,143.20238095238096,set,set,5.59,-3.4100502870304807,3,5.43029864532315,4.964258881150759,provo,228.2173913043478,5.43029864532315,provo:49:32,6.854737281799316,2339,[900],1,35,35,35
49,33,199.78688524590163,186.4404761904762,their,their,6.33,-2.669586206356675,5,5.297251224650191,5.22811202562312,provo,199.78688524590163,5.297251224650191,provo:49:33,4.353015899658203,2340,[511],1,36,36,36
49,34,183.42372881355936,139.10714285714286,clock,clock,4.43,-4.570246105522965,5,5.2117989342969615,4.9352444481296445,provo,183.42372881355936,5.2117989342969615,provo:49:34,7.45255708694458,2341,[8801],1,37,37,37
49,35,175.91176470588235,77.02380952380952,by,by,6.66,-2.340083790426988,2,5.169982532428396,4.344114588651633,provo,175.91176470588235,5.169982532428396,provo:49:35,5.1646246910095215,2342,[416],1,38,38,38
49,36,188.0188679245283,142.0952380952381,this,this,6.82,-2.1797985339440955,4,5.236542319094773,4.956497523600229,provo,188.0188679245283,5.236542319094773,provo:49:36,8.20139217376709,2343,[428],1,39,39,39
49,37,218.1948051948052,318.2738095238095,apparent,apparent,4.32,-4.6798516359298885,8,5.385388265575719,5.762912048539518,provo,218.1948051948052,5.385388265575719,provo:49:37,10.678295135498047,2344,[4156],1,40,40,40
49,38,187.31884057971016,230.08333333333337,solar,solar,4.53,-4.469799020694141,5,5.23281219477937,5.438441562142154,provo,187.31884057971016,5.23281219477937,provo:49:38,11.41525650024414,2345,[6591],1,41,41,41
49,39,197.97619047619048,127.0,"time,",time,6.29,-2.709965366365971,4,5.28814677334366,4.844187086458591,provo,197.97619047619048,5.28814677334366,provo:49:39,7.770505905151367,2346,"[640, 11]",2,42,43,43
49,40,209.1,166.3095238095238,even,even,5.99,-3.0101053918293887,4,5.342812606434588,5.1138506534076935,provo,209.1,5.342812606434588,provo:49:40,7.518265724182129,2347,[772],1,44,44,44
49,41,207.1267605633803,222.3928571428571,though,though,5.5,-3.5003127799466554,6,5.333330975714852,5.404445444697248,provo,207.1267605633803,5.333330975714852,provo:49:41,2.0006160736083984,2348,[996],1,45,45,45
49,42,202.54545454545453,161.35714285714286,some,some,6.2,-2.8013428855585856,4,5.310964328248804,5.083620186852745,provo,202.54545454545453,5.310964328248804,provo:49:42,7.684109210968018,2349,[617],1,46,46,46
49,43,194.5,196.72619047619048,cities,cities,4.84,-4.159893277950514,6,5.270432163058501,5.2818128658765735,provo,194.5,5.270432163058501,provo:49:43,3.93389892578125,2350,[4736],1,47,47,47
49,44,195.34615384615384,138.20238095238096,would,would,6.27,-2.7304870324329187,5,5.274773132779763,4.9287191394947225,provo,195.34615384615384,5.274773132779763,provo:49:44,3.622720241546631,2351,[561],1,48,48,48
49,45,219.51612903225808,220.6190476190476,often,often,5.41,-3.5900667076825585,5,5.39142571060042,5.396437447693225,provo,219.51612903225808,5.39142571060042,provo:49:45,9.655323028564453,2352,[1690],1,49,49,49
49,46,220.32258064516128,83.02380952380952,be,be,6.79,-2.20971482892795,2,5.39509274807969,4.419127428392283,provo,220.32258064516128,5.39509274807969,provo:49:46,3.6122310161590576,2353,[307],1,50,50,50
49,47,207.8235294117647,108.95238095238096,on,on,6.91,-2.089909449064056,2,5.336689303302929,4.690910914776265,provo,207.8235294117647,5.336689303302929,provo:49:47,6.164815902709961,2354,[319],1,51,51,51
49,48,205.0,99.23809523809524,a,a,7.36,-1.6401645157636295,1,5.3230099791384085,4.597521965149834,provo,205.0,5.3230099791384085,provo:49:48,3.395206928253174,2355,[257],1,52,52,52
49,49,213.8421052631579,334.2142857142857,slightly,slightly,4.75,-4.2502629116656445,8,5.365237916821286,5.811782361250958,provo,213.8421052631579,5.365237916821286,provo:49:49,9.256572723388672,2356,[4622],1,53,53,53
49,50,227.07142857142856,361.8928571428572,different,different,5.59,-3.4100502870304807,9,5.425264631295544,5.891348193273114,provo,227.07142857142856,5.425264631295544,provo:49:50,2.5585100650787354,2357,[1180],1,54,54,54
49,51,291.7,267.45238095238096,time.,time,6.29,-2.709965366365971,4,5.675725876873676,5.588941535358201,provo,291.7,5.675725876873676,provo:49:51,4.231184482574463,2358,"[640, 13]",2,55,56,56
50,2,183.24074074074073,168.04761904761904,the,the,7.73,-1.2700257134917023,3,5.210800811472391,5.124247385951847,provo,183.24074074074073,5.210800811472391,provo:50:2,,2359,[1169],1,0,0,0
50,3,204.7843137254902,202.83333333333337,new,new,6.25,-2.74957997329254,3,5.321957297094694,5.312384623759472,provo,204.7843137254902,5.321957297094694,provo:50:3,8.727477073669434,2360,[649],1,1,1,1
50,4,206.51470588235293,240.0595238095238,world,world,5.89,-3.1101382227760315,5,5.330371624792074,5.4808869084641545,provo,206.51470588235293,5.330371624792074,provo:50:4,6.875387668609619,2361,[995],1,2,2,2
50,5,212.18867924528303,165.78571428571428,was,was,6.82,-2.1797985339440955,3,5.357475875300025,5.1106960766591785,provo,212.18867924528303,5.357475875300025,provo:50:5,6.654484272003174,2362,[373],1,3,3,3
50,6,202.16666666666663,218.1309523809524,first,first,6.11,-2.8894102560345134,5,5.309092439715995,5.385095581436861,provo,202.16666666666663,5.309092439715995,provo:50:6,9.05357551574707,2363,[717],1,4,4,4
50,7,196.0,264.5238095238095,discovered,discovered,4.74,-4.259636520880143,10,5.278114659230517,5.577931264350307,provo,196.0,5.278114659230517,provo:50:7,5.944349765777588,2364,[5071],1,5,5,5
50,8,229.83333333333337,89.64285714285714,it,it,6.95,-2.0501222910888885,2,5.4373544085652465,4.495833521950626,provo,229.83333333333337,5.4373544085652465,provo:50:8,12.026200294494629,2365,[340],1,6,6,6
